query_text,program_text
display close look of <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> CloseLook prev
display close look of <NUMBER> <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> CloseLook prev
display close look of <NUMBER> <NUMBER> <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> CloseLook prev
display closer <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> CloseLook prev
display closer <NUMBER> <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> CloseLook prev
display closer <NUMBER> <NUMBER> <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> CloseLook prev
scale up this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
scale up this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
scale up this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
scale down this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
scale down this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
scale down this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
show side by side look of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> SideBySideLook prev
animate this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Animate on prev
explore this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Animate on prev
stop animating this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Animate off prev
stop exploring this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Animate off prev
show this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Visibility on prev
make visible this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Visibility on prev
show <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> Visibility on prev
show <NUMBER> <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> Visibility on prev
show <NUMBER> <NUMBER> <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> Visibility on prev
make visible <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> Visibility on prev
make visible <NUMBER> <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> Visibility on prev
make visible <NUMBER> <NUMBER> <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> Visibility on prev
reset this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Reset prev
,NotUnderstood
 ,NotUnderstood
show the,NotUnderstood
display the,NotUnderstood
demonstrate,NotUnderstood
show,NotUnderstood
make visible,NotUnderstood
hide,NotUnderstood
make invisible,NotUnderstood
execute,NotUnderstood
show execution of,NotUnderstood
run,NotUnderstood
reset,NotUnderstood
animate,NotUnderstood
explore,NotUnderstood
stop animating,NotUnderstood
stop exploring,NotUnderstood
show side by side look,NotUnderstood
scale up,NotUnderstood
scale down,NotUnderstood
show close look of,NotUnderstood
show closer,NotUnderstood
display close look of,NotUnderstood
display closer,NotUnderstood
show highlight of,NotUnderstood
highlight,NotUnderstood
hide highlight from,NotUnderstood
reset highlight of,NotUnderstood
install,NotUnderstood
connect,NotUnderstood
put,NotUnderstood
remove,NotUnderstood
disconnect,NotUnderstood
uninstall,NotUnderstood
